brand,laptop_type,cpu,ram_gb,storage_gb,storage_type,gpu,screen_size_in,resolution,touchscreen,weight_kg,os,price_usd
Lenovo,2 in 1 Convertible,Intel Core i5 8250U,8,256.0,SSD,Intel,14.0,1920x1080,0,1.74,Windows 10,684.27
Toshiba,Ultrabook,Intel Core i7 6500U,8,256.0,SSD,Intel,13.3,1920x1080,0,1.2,Windows 10,1037.44
HP,Notebook,Intel Core i5 8250U,8,1024.0,HDD,Intel,15.6,1920x1080,0,2.1,Windows 10,604.35
Dell,Gaming,Intel Core i7 7700HQ,16,256.0,SSD,Nvidia,17.3,1920x1080,0,4.42,Windows 10,1869.63
Acer,Notebook,Intel Core i7 7500U,8,256.0,SSD,Nvidia,15.6,1920x1080,0,2.2,Windows 10,633.27
Dell,Notebook,Intel Core i7 7500U,16,1024.0,HDD,AMD,15.6,1920x1080,1,2.3,Windows 10,653.83
Asus,Notebook,Intel Core i5 7200U,8,256.0,SSD,Nvidia,15.6,1920x1080,0,2.0,Windows 10,585.32
Asus,Notebook,Intel Core i5 7200U,8,256.0,SSD,Nvidia,17.3,1920x1080,0,2.69,Windows 10,678.18
HP,Notebook,Intel Core i7 7500U,8,1024.0,HDD,AMD,15.6,1920x1080,0,1.9,Windows 10,965.89
Asus,Notebook,Intel Core i3 7100U,4,1024.0,HDD,Intel,15.6,1366x768,0,2.37,Windows 10,303.69
HP,Notebook,AMD E-Series 9000e,4,500.0,HDD,AMD,15.6,1366x768,0,2.1,Windows 10,251.18
Lenovo,Gaming,Intel Core i7 7700HQ,16,256.0,SSD,Nvidia,15.6,1920x1080,0,3.2,Windows 10,1140.95
Dell,Notebook,Intel Core i5 7200U,8,256.0,SSD,Intel,14.0,1920x1080,0,1.6,Windows 10,653.82
Acer,2 in 1 Convertible,Intel Core i5 6200U,8,256.0,SSD,Intel,13.3,1920x1080,1,1.6,Windows 10,524.43
Dell,Notebook,Intel Core i7 7500U,16,256.0,SSD,AMD,15.6,1920x1080,0,2.36,Linux,684.27
Acer,Notebook,Intel Core i3 6006U,4,1024.0,HDD,Intel,15.6,1366x768,0,2.1,Linux,296.85
Asus,Notebook,AMD A10-Series A10-9620P,4,128.0,SSD,AMD,15.6,1920x1080,0,2.2,Windows 10,437.66
Asus,Gaming,Intel Core i7 7820HK,32,512.0,SSD,Nvidia,17.3,1920x1080,0,4.7,Windows 10,2960.85
Acer,Gaming,Intel Core i5 7300HQ,8,256.0,SSD,Nvidia,15.6,1920x1080,0,2.5,Windows 10,643.93
Lenovo,Notebook,Intel Core i3 6006U,8,128.0,SSD,Intel,15.6,1366x768,0,2.2,Windows 10,448.31
Asus,Notebook,Intel Core i7 8550U,8,128.0,SSD,Nvidia,17.3,1920x1080,0,2.1,Windows 10,871.51
Asus,Notebook,Intel Core i7 7500U,8,128.0,SSD,Nvidia,17.3,1920x1080,0,2.69,No OS,676.66
Dell,Gaming,Intel Core i5 7300HQ,8,256.0,SSD,Nvidia,15.6,1920x1080,0,2.56,Windows 10,669.04
Lenovo,2 in 1 Convertible,Intel Core i7 7500U,8,256.0,SSD,Intel,13.9,1920x1080,1,1.38,Windows 10,821.27
Dell,Notebook,Intel Core i7 8550U,8,128.0,SSD,AMD,15.6,1920x1080,0,2.2,Windows 10,749.73
HP,Notebook,Intel Core i5 7200U,8,1024.0,HDD,Intel,15.6,1366x768,1,2.04,Windows 10,425.48
Asus,Gaming,Intel Core i7 7820HK,16,256.0,SSD,Nvidia,17.3,1920x1080,0,3.6,Windows 10,2282.67
HP,Notebook,Intel Core i5 8250U,4,500.0,HDD,Intel,13.3,1920x1080,0,1.49,Windows 10,513.77
Apple,Ultrabook,Intel Core i5,8,512.0,SSD,Intel,13.3,2560x1600,0,1.37,macOS,1552.73
Dell,2 in 1 Convertible,Intel Core i7 8550U,8,1024.0,HDD,Intel,15.6,1920x1080,1,2.08,Windows 10,623.38
Asus,Gaming,Intel Core i7 7700HQ,16,256.0,SSD,Nvidia,17.3,1920x1080,0,4.3,Windows 10,1369.3
Asus,Notebook,AMD A9-Series 9420,4,1024.0,HDD,AMD,15.6,1366x768,0,1.68,Windows 10,356.98
Lenovo,2 in 1 Convertible,Intel Core i7 8550U,8,512.0,SSD,Intel,13.9,1920x1080,1,1.37,Windows 10,1407.35
Acer,Notebook,Intel Core i3 7130U,4,256.0,SSD,Nvidia,17.3,1920x1080,0,3.0,Windows 10,534.32
Dell,Ultrabook,Intel Core i5 8250U,8,256.0,SSD,Intel,13.3,1920x1080,0,1.41,Windows 10,722.32
HP,Notebook,AMD A6-Series A6-9220,8,128.0,SSD,AMD,15.6,1366x768,0,1.91,Windows 10,339.39
HP,Notebook,Intel Core i7 8550U,16,1024.0,HDD,Nvidia,17.3,1920x1080,0,2.9,Windows 10,806.05
MSI,Gaming,Intel Core i7 7700HQ,16,512.0,SSD,Nvidia,17.3,1920x1080,0,4.14,Windows 10,1902.1
Lenovo,2 in 1 Convertible,Intel Core i7 7700HQ,8,512.0,SSD,Nvidia,15.6,1920x1080,1,2.0,Windows 10,1293.18
Dell,Notebook,Intel Core i7 8550U,8,128.0,SSD,AMD,17.3,1920x1080,0,2.8,Windows 10,869.23
Lenovo,Notebook,Intel Core i3 6006U,4,256.0,SSD,Intel,15.6,1920x1080,0,2.2,No OS,337.95
HP,Notebook,Intel Core i5 8250U,4,500.0,HDD,Intel,15.6,1920x1080,0,2.1,Windows 10,549.55
Dell,Notebook,Intel Core i5 7200U,4,1024.0,HDD,Intel,15.6,1920x1080,0,2.18,Windows 10,500.07
Dell,Notebook,Intel Core i5 7200U,8,1024.0,HDD,AMD,15.6,1920x1080,0,2.24,Windows 10,430.05
Dell,2 in 1 Convertible,Intel Core i5 8250U,8,256.0,SSD,Intel,15.6,1920x1080,1,2.67,Windows 10,608.15
Asus,2 in 1 Convertible,Intel Core i7 8550U,8,512.0,SSD,Intel,13.3,1920x1080,1,1.1,Windows 10,1140.95
Lenovo,Notebook,Intel Core i5 7200U,4,1024.0,HDD,Intel,15.6,1920x1080,0,2.2,No OS,355.45
HP,Notebook,Intel Core i7 8550U,8,1024.0,HDD,Nvidia,17.3,1920x1080,0,2.5,Windows 10,774.84
Lenovo,Notebook,Intel Core i7 8550U,8,256.0,SSD,Intel,15.6,1920x1080,0,2.05,Windows 10,669.81
Apple,Ultrabook,Intel Core i5,8,512.0,SSD,Intel,13.3,2560x1600,0,1.37,macOS,1491.0
Asus,Gaming,AMD Ryzen 1700,16,256.0,SSD,AMD,17.3,1920x1080,0,3.2,Windows 10,1179.01
Dell,Notebook,Intel Core i7 8550U,8,256.0,SSD,AMD,15.6,1920x1080,0,2.14,Linux,559.49
Lenovo,2 in 1 Convertible,Intel Core i7 6600U,16,512.0,SSD,Intel,14.0,2560x1440,1,1.36,Windows 10,1902.1
Toshiba,Notebook,Intel Core i7 6500U,8,500.0,HDD,Nvidia,15.6,1366x768,0,2.2,Windows 10,618.05
Dell,Notebook,Intel Core i7 7500U,12,1024.0,HDD,Intel,15.6,1366x768,0,2.3,Windows 10,542.75
Dell,Notebook,Intel Core i7 8550U,8,128.0,SSD,AMD,17.3,1920x1080,0,2.8,Linux,836.5
Acer,Notebook,Intel Core i7 8550U,8,1024.0,HDD,Nvidia,15.6,1920x1080,0,2.2,Windows 10,567.05
Lenovo,Notebook,Intel Core i3 6006U,4,1024.0,HDD,Intel,17.3,1600x900,0,2.8,Windows 10,372.2
Lenovo,Notebook,Intel Core i7 8550U,8,2048.0,HDD,Nvidia,17.3,1920x1080,0,2.8,No OS,646.21
Lenovo,Notebook,Intel Core i7 7500U,6,128.0,SSD,Nvidia,17.3,1600x900,0,2.8,Windows 10,653.82
Dell,Notebook,Intel Core i3 6006U,4,1024.0,HDD,AMD,15.6,1920x1080,0,2.25,Linux,325.77
Lenovo,Gaming,Intel Core i5 7300HQ,8,256.0,SSD,Nvidia,15.6,1920x1080,0,2.5,Windows 10,630.99
Lenovo,Notebook,Intel Core i5 7200U,6,256.0,SSD,Intel,15.6,1920x1080,0,2.2,Windows 10,440.7
Acer,Notebook,Intel Core i7 8550U,8,256.0,SSD,Nvidia,15.6,1920x1080,0,3.0,Windows 10,723.85
Acer,Notebook,Intel Core i7 7500U,12,1024.0,HDD,Intel,15.6,1920x1080,1,2.15,Windows 10,501.59
Lenovo,Notebook,Intel Core i7 7500U,8,256.0,SSD,Intel,15.6,1920x1080,0,1.95,Windows 10,834.97
Asus,Ultrabook,Intel Core i5 7200U,8,256.0,SSD,Nvidia,15.6,1920x1080,0,1.7,Windows 10,743.64
Lenovo,Gaming,Intel Core i7 7700HQ,16,256.0,SSD,Nvidia,15.6,1920x1080,0,2.5,Windows 10,897.39
Lenovo,Notebook,Intel Core i7 7500U,8,1024.0,HDD,Nvidia,15.6,1920x1080,0,2.2,No OS,501.6
Acer,Notebook,Intel Celeron Dual Core 3205U,2,16.0,SSD,Intel,15.6,1366x768,0,2.19,Chrome OS,151.47
Asus,Gaming,Intel Core i7 7700HQ,8,1024.0,HDD,Nvidia,17.3,1920x1080,0,3.0,Windows 10,903.48
HP,Notebook,Intel Core i3 6006U,8,1024.0,HDD,Intel,17.3,1600x900,0,2.54,Windows 10,372.2
Dell,Notebook,Intel Core i7 7700HQ,8,256.0,SSD,Nvidia,15.6,1920x1080,0,2.0,Windows 10,1392.13
Lenovo,Notebook,Intel Core i5 8250U,8,256.0,SSD,Intel,15.6,1920x1080,0,2.05,Windows 10,562.48
Lenovo,Gaming,Intel Core i7 7700HQ,8,1024.0,HDD,Nvidia,15.6,1920x1080,0,3.2,Windows 10,988.72
Acer,Notebook,Intel Core i7 7700HQ,8,256.0,SSD,Nvidia,15.6,1920x1080,0,2.5,Linux,745.16
Dell,Workstation,Intel Core i7 7820HQ,16,256.0,SSD,Nvidia,17.3,1920x1080,0,3.42,Windows 10,2195.79
Lenovo,Notebook,AMD A10-Series 9600P,6,1024.0,HDD,AMD,15.6,1920x1080,0,2.4,Windows 10,379.81
Asus,Ultrabook,Intel Core i7 7500U,16,512.0,SSD,Nvidia,15.6,1920x1080,0,1.63,Windows 10,1117.36
Asus,Notebook,Intel Core i3 7100U,4,128.0,SSD,Intel,14.0,1366x768,0,1.3,Windows 10,387.42
Asus,Gaming,Intel Core i7 7700HQ,16,256.0,SSD,Nvidia,17.3,1920x1080,0,2.9,Windows 10,1615.15
Lenovo,Notebook,Intel Core i5 7200U,6,1024.0,HDD,Nvidia,17.3,1600x900,0,2.8,Windows 10,493.98
Lenovo,Notebook,Intel Core i5 7200U,8,2048.0,HDD,Nvidia,15.6,1366x768,0,2.2,No OS,417.87
Asus,Gaming,Intel Core i7 7700HQ,8,128.0,SSD,Nvidia,15.6,1920x1080,0,2.5,Windows 10,962.85
Lenovo,Notebook,Intel Pentium Quad Core N4200,4,1024.0,HDD,Intel,15.6,1366x768,0,2.2,No OS,274.0
HP,2 in 1 Convertible,Intel Core i7 7600U,16,256.0,SSD,Intel,13.3,1920x1080,1,1.28,Windows 10,1503.26
Toshiba,Notebook,Intel Core i7 6500U,8,256.0,SSD,Nvidia,15.6,1920x1080,0,2.2,Windows 10,793.87
Lenovo,Notebook,Intel Core i5 7200U,8,128.0,SSD,Nvidia,15.6,1920x1080,0,2.3,Windows 10,623.38
HP,Notebook,Intel Core i3 6006U,4,1024.0,HDD,Intel,15.6,1920x1080,0,1.86,Windows 10,356.98
Lenovo,Notebook,Intel Core i5 7200U,8,256.0,SSD,Intel,13.3,1920x1080,0,1.1,Windows 10,760.38
Dell,Ultrabook,Intel Core i7 8550U,16,1024.0,SSD,Intel,13.3,3840x2160,1,1.21,Windows 10,1902.1
MSI,Gaming,Intel Core i7 7700HQ,16,256.0,SSD,Nvidia,15.6,1920x1080,0,2.8,Windows 10,1597.64
Acer,Notebook,AMD A8-Series 7410,8,256.0,SSD,AMD,15.6,1920x1080,0,2.23,Windows 10,356.98
Asus,2 in 1 Convertible,Intel Celeron Dual Core N3350,2,32.0,SSD,Intel,11.6,1366x768,1,1.1,Windows 10,209.31
Dell,Notebook,Intel Core i5 8250U,8,128.0,SSD,AMD,15.6,1920x1080,0,2.33,Windows 10,642.4
HP,2 in 1 Convertible,Intel Core i7 8550U,16,1024.0,SSD,Intel,13.3,3840x2160,1,1.29,Windows 10,1864.04
Lenovo,Notebook,Intel Celeron Dual Core 3855U,4,16.0,SSD,Intel,13.3,1366x768,0,1.45,Chrome OS,350.05
HP,Notebook,Intel Core i5 7200U,8,256.0,SSD,Intel,14.0,1920x1080,0,1.95,Windows 10,745.92
Acer,Notebook,Intel Pentium Quad Core N3710,4,128.0,SSD,Intel,11.6,1366x768,0,1.4,Windows 10,369.15
HP,Notebook,Intel Core i7 7500U,8,256.0,SSD,Intel,14.0,1920x1080,0,1.48,Windows 10,983.4
Lenovo,Notebook,Intel Core i5 7200U,4,1024.0,HDD,Nvidia,17.3,1600x900,0,2.79,Windows 10,448.31
Asus,Notebook,Intel Core i7 7500U,8,256.0,SSD,Intel,14.0,1920x1080,0,2.0,Windows 10,832.69
HP,Notebook,Intel Core i7 8550U,8,1024.0,HDD,Intel,15.6,1366x768,0,2.1,Windows 10,686.55
Acer,Notebook,AMD A12-Series 9720P,8,256.0,SSD,AMD,15.6,1366x768,0,2.2,Windows 10,501.59
Lenovo,Notebook,Intel Celeron Dual Core N3350,4,32.0,SSD,Intel,14.0,1366x768,0,1.44,Windows 10,222.25
Acer,Notebook,Intel Core i5 7200U,6,1024.0,HDD,Intel,15.6,1366x768,0,2.23,Windows 10,417.87
Asus,Ultrabook,Intel Core i7 7500U,8,256.0,SSD,Nvidia,15.6,1920x1080,0,1.7,Windows 10,799.12
HP,Ultrabook,Intel Core i7 7500U,8,256.0,SSD,Intel,12.5,1920x1080,0,1.26,Windows 10,1016.13
Dell,Notebook,Intel Core i7 7700HQ,32,1024.0,SSD,Nvidia,15.6,3840x2160,1,2.06,Windows 10,2008.66
MSI,Gaming,Intel Core i7 7700HQ,8,256.0,SSD,Nvidia,17.3,1920x1080,0,2.7,Windows 10,912.61
Toshiba,Notebook,Intel Core i5 7200U,8,256.0,SSD,Intel,15.6,1920x1080,0,2.0,Windows 10,717.76
Asus,Notebook,Intel Core i7 7500U,8,256.0,SSD,Intel,14.0,1920x1080,0,2.0,Windows 10,1015.36
Lenovo,Notebook,Intel Core i3 6006U,4,1024.0,HDD,Intel,15.6,1920x1080,0,1.85,Windows 10,341.75
Asus,Gaming,Intel Core i7 7700HQ,8,256.0,SSD,Nvidia,15.6,1920x1080,0,2.5,Windows 10,760.38
HP,Notebook,Intel Core i5 7300U,8,256.0,SSD,Intel,14.0,1920x1080,0,1.48,Windows 10,965.13
Dell,Ultrabook,Intel Core i5 8250U,8,128.0,SSD,Nvidia,15.6,1920x1080,0,1.9,Windows 10,798.44
HP,Notebook,Intel Core i5 7200U,8,256.0,SSD,Intel,15.6,1920x1080,0,1.84,Windows 10,870.75
Asus,Notebook,Intel Celeron Dual Core N3350,4,1024.0,HDD,Intel,15.6,1366x768,0,2.0,Linux,209.31
Dell,Notebook,Intel Core i5 8250U,8,256.0,SSD,Nvidia,15.6,1920x1080,0,2.0,Windows 10,869.8
Dell,Notebook,Intel Celeron Dual Core N3060,4,500.0,HDD,Intel,15.6,1366x768,0,2.2,Linux,209.24
Lenovo,Notebook,AMD A12-Series 9720P,12,2048.0,HDD,AMD,15.6,1920x1080,0,2.2,Windows 10,684.27
HP,Notebook,Intel Core i3 7100U,8,1024.0,HDD,Nvidia,15.6,1920x1080,0,2.1,Windows 10,544.98
Lenovo,2 in 1 Convertible,Intel Core i7 8550U,16,512.0,SSD,Intel,13.9,3840x2160,1,1.4,Windows 10,1597.64
Dell,Ultrabook,Intel Core i7 8550U,8,256.0,SSD,Intel,13.3,1920x1080,0,1.2,Windows 10,1201.84
Lenovo,Gaming,Intel Core i7 7700HQ,16,256.0,SSD,Nvidia,15.6,1920x1080,0,2.4,Windows 10,859.33
HP,Notebook,Intel Celeron Dual Core N3060,2,32.0,SSD,Intel,14.0,1366x768,0,1.44,Windows 10,212.36
Dell,Ultrabook,Intel Core i7 8650U,16,512.0,SSD,Intel,15.6,1920x1080,0,1.88,Windows 10,1223.89
Asus,2 in 1 Convertible,Intel Celeron Dual Core N3350,4,32.0,SSD,Intel,11.6,1366x768,1,1.5,Windows 10,285.43
Dell,Ultrabook,Intel Core i5 8250U,8,1024.0,HDD,AMD,15.6,1920x1080,0,1.9,Windows 10,504.64
Dell,Notebook,Intel Core i7 7700HQ,16,512.0,SSD,Nvidia,15.6,3840x2160,1,2.06,Windows 10,1543.16
HP,Notebook,Intel Core i7 7500U,8,256.0,SSD,Intel,15.6,1920x1080,0,1.84,Windows 10,992.53
MSI,Gaming,Intel Core i7 7700HQ,8,128.0,SSD,Nvidia,17.3,1920x1080,0,2.7,Windows 10,1072.45
HP,Workstation,Intel Core i7 7700HQ,8,256.0,SSD,Nvidia,15.6,1920x1080,0,2.6,Windows 10,1323.07
Toshiba,Notebook,Intel Core i7 6500U,16,512.0,SSD,Nvidia,15.6,1920x1080,0,2.4,Windows 10,1067.88
Dell,Notebook,Intel Core i7 8550U,8,128.0,SSD,AMD,15.6,1920x1080,0,2.02,Windows 10,738.99
Lenovo,Notebook,Intel Celeron Dual Core N3350,4,1024.0,HDD,Intel,15.6,1366x768,0,2.2,No OS,245.08
Dell,Gaming,Intel Core i5 7300HQ,8,1024.0,HDD,Nvidia,15.6,1920x1080,0,2.65,Windows 10,760.38
Dell,Notebook,Intel Core i5 7200U,8,2048.0,HDD,Intel,15.6,1366x768,1,2.36,Windows 10,424.24
Dell,Notebook,Intel Core i5 7300U,8,256.0,SSD,Intel,14.0,1920x1080,0,1.36,Windows 10,1086.15
HP,Notebook,Intel Core i3 6006U,4,500.0,HDD,Intel,15.6,1366x768,0,1.86,Windows 10,334.14
Asus,Notebook,Intel Core i5 7200U,8,256.0,SSD,Intel,14.0,1920x1080,0,2.0,Windows 10,719.28
Lenovo,Notebook,Intel Core i5 7200U,6,128.0,SSD,Nvidia,17.3,1600x900,0,2.8,Windows 10,547.26
HP,Notebook,Intel Core i5 7200U,8,1024.0,HDD,Intel,15.6,1920x1080,0,1.86,Windows 10,486.37
Lenovo,Notebook,Intel Core i3 6006U,8,256.0,SSD,Nvidia,15.6,1366x768,0,2.2,No OS,379.81
HP,Notebook,Intel Pentium Quad Core N3710,8,2048.0,HDD,Intel,15.6,1366x768,0,2.04,Windows 10,296.08
Dell,Notebook,Intel Core i5 8250U,8,128.0,SSD,AMD,17.3,1920x1080,0,2.8,Windows 10,825.84
Lenovo,Gaming,Intel Core i5 7300HQ,8,128.0,SSD,Nvidia,15.6,1920x1080,0,2.4,No OS,615.76
Dell,Notebook,Intel Core i7 7500U,8,256.0,SSD,AMD,15.6,1920x1080,0,2.33,Windows 10,684.27
HP,Ultrabook,Intel Core i7 7500U,8,256.0,SSD,Intel,14.0,1920x1080,0,1.36,Windows 10,1332.0
Asus,2 in 1 Convertible,Intel Core i7 7500U,12,512.0,SSD,Nvidia,15.6,1920x1080,1,2.26,Windows 10,836.5
Acer,Notebook,AMD A9-Series 9420,4,128.0,SSD,AMD,15.6,1366x768,0,2.1,Windows 10,324.25
Asus,Gaming,AMD Ryzen 1700,16,256.0,SSD,AMD,17.3,1920x1080,0,3.25,Windows 10,1673.75
Lenovo,Notebook,AMD A8-Series 7410,4,128.0,SSD,AMD,17.3,1600x900,0,2.6,Windows 10,372.2
Dell,2 in 1 Convertible,Intel Core i7 8550U,8,256.0,SSD,Intel,13.3,1920x1080,1,1.62,Windows 10,661.44
HP,Notebook,AMD A9-Series 9420,4,256.0,SSD,AMD,15.6,1920x1080,0,1.91,Windows 10,372.19
Lenovo,Netbook,Intel Celeron Quad Core N3450,4,128.0,SSD,Intel,11.6,1366x768,0,1.59,Windows 10,420.91
Dell,Notebook,Intel Celeron Dual Core N3060,4,500.0,HDD,Intel,15.6,1366x768,0,1.8,Windows 10,235.19
Asus,Notebook,Intel Celeron Dual Core N3350,4,32.0,SSD,Intel,14.0,1366x768,0,1.5,Windows 10,217.69
Acer,Notebook,Intel Core i7 7700HQ,8,1024.0,HDD,Nvidia,15.6,1920x1080,0,2.4,Linux,643.93
HP,Gaming,Intel Core i7 7700HQ,8,128.0,SSD,Nvidia,17.3,1920x1080,0,3.35,Windows 10,906.52
Lenovo,Notebook,Intel Core i3 6006U,4,128.0,SSD,Intel,15.6,1920x1080,0,1.85,No OS,307.12
Asus,Gaming,Intel Core i7 7700HQ,8,128.0,SSD,Nvidia,15.6,1920x1080,0,2.3,Windows 10,1259.69
Lenovo,Notebook,Intel Core i5 7200U,8,256.0,SSD,Nvidia,14.0,1920x1080,0,1.5,Windows 10,836.5
Asus,Ultrabook,Intel Core i7 7500U,16,512.0,SSD,Intel,13.3,1920x1080,1,1.1,Windows 10,1331.16
Lenovo,Ultrabook,Intel Core i7 7500U,8,512.0,SSD,Intel,14.0,2560x1440,0,1.13,Windows 10,1736.93
Lenovo,Notebook,Intel Core i3 7100U,4,128.0,SSD,Intel,13.3,1920x1080,0,1.5,Windows 10,417.87
Dell,Workstation,Intel Core i5 6440HQ,8,500.0,HDD,AMD,15.6,1920x1080,0,2.23,Windows 10,1042.0
Dell,Workstation,Intel Core i7 6820HQ,8,256.0,SSD,Nvidia,15.6,1920x1080,0,2.0,Windows 10,1625.04
Lenovo,2 in 1 Convertible,Intel Core i7 7500U,16,512.0,SSD,Intel,14.0,2560x1440,1,1.42,Windows 10,1909.71
Asus,Gaming,Intel Core i7 7700HQ,8,1024.0,HDD,Nvidia,17.3,1920x1080,0,3.0,Windows 10,790.83
Asus,Gaming,Intel Core i7 7700HQ,16,256.0,SSD,Nvidia,17.3,1920x1080,0,3.0,Windows 10,1210.98
Acer,Notebook,Intel Core i5 8250U,12,1024.0,HDD,Nvidia,15.6,1366x768,0,2.2,Windows 10,528.23
MSI,Gaming,Intel Core i7 7700HQ,8,256.0,SSD,Nvidia,17.3,1920x1080,0,2.7,Windows 10,1026.78
Dell,Notebook,Intel Core i7 7500U,8,256.0,SSD,AMD,15.6,1920x1080,0,2.33,Linux,592.83
HP,Ultrabook,AMD A9-Series 9420,4,256.0,SSD,AMD,15.6,1920x1080,0,1.91,Windows 10,379.81
Lenovo,Notebook,Intel Core i7 8550U,8,256.0,SSD,AMD,15.6,1920x1080,0,2.1,Windows 10,935.87
Lenovo,Notebook,Intel Core i5 7200U,8,256.0,SSD,Intel,14.0,1920x1080,0,1.9,Windows 10,713.95
Dell,Workstation,Intel Core i7 7700HQ,8,256.0,SSD,Nvidia,15.6,3840x2160,1,1.78,Windows 10,2064.22
Lenovo,Ultrabook,Intel Core i7 7500U,16,1024.0,SSD,Intel,14.0,2560x1440,0,1.13,Windows 10,1998.0
Lenovo,Notebook,Intel Celeron Dual Core N3350,4,1024.0,HDD,Intel,15.6,1366x768,0,2.2,Windows 10,232.91
Asus,Gaming,Intel Core i7 7700HQ,16,256.0,SSD,Nvidia,17.3,1920x1080,0,2.9,Windows 10,1163.79
Lenovo,Notebook,Intel Core i5 8250U,8,256.0,SSD,AMD,15.6,1920x1080,0,2.1,Windows 10,871.13
Acer,Notebook,Intel Core i7 7700HQ,8,256.0,SSD,Nvidia,15.6,1920x1080,0,2.5,Linux,669.04
MSI,Gaming,Intel Core i7 7700HQ,16,256.0,SSD,Nvidia,17.3,1920x1080,0,2.8,Windows 10,1711.81
Asus,Ultrabook,Intel Core i7 7500U,8,512.0,SSD,Intel,14.0,1920x1080,0,1.1,Windows 10,1425.62
Toshiba,Ultrabook,Intel Core i7 6500U,16,512.0,SSD,Intel,13.3,1920x1080,0,1.2,Windows 10,1329.72
Dell,Ultrabook,Intel Core i7 7600U,8,512.0,SSD,Intel,14.0,1920x1080,0,1.36,Windows 10,1278.72
Lenovo,Notebook,Intel Core i3 6006U,4,500.0,HDD,Intel,15.6,1920x1080,0,2.2,Windows 10,311.31
Lenovo,Notebook,Intel Celeron Dual Core N3350,2,32.0,SSD,Intel,11.6,1366x768,0,1.15,Windows 10,231.73
Lenovo,Workstation,Intel Core i7 7700HQ,8,512.0,SSD,Nvidia,15.6,1920x1080,0,2.67,Windows 10,1465.2
Lenovo,Ultrabook,Intel Core i7 7700HQ,8,512.0,SSD,Nvidia,14.0,2560x1440,0,1.7,Windows 10,1478.9
HP,Notebook,Intel Core i3 6006U,4,1024.0,HDD,AMD,15.6,1920x1080,0,2.1,Windows 10,356.98
Acer,2 in 1 Convertible,Intel Core i7 6500U,8,256.0,SSD,Intel,13.3,1920x1080,1,1.6,Windows 10,600.55
Asus,2 in 1 Convertible,Intel Core i5 7200U,8,256.0,SSD,Intel,13.3,1920x1080,1,1.27,Windows 10,706.34
Dell,Notebook,Intel Core i5 7200U,4,256.0,SSD,AMD,15.6,1920x1080,0,2.3,Linux,455.85
Dell,Notebook,Intel Core i3 6006U,4,128.0,SSD,Intel,13.3,1366x768,0,1.65,Windows 10,524.43
HP,Ultrabook,Intel Core i7 6500U,8,256.0,SSD,Intel,14.0,1920x1080,0,1.43,Windows 10,1141.71
Dell,Notebook,Intel Core i5 7200U,8,1024.0,HDD,Intel,15.6,1366x768,0,2.14,Windows 10,410.98
Lenovo,Ultrabook,Intel Core i7 8550U,8,256.0,SSD,AMD,14.0,1920x1080,0,1.75,Windows 10,925.08
Lenovo,2 in 1 Convertible,Intel Core i7 7700HQ,16,512.0,SSD,Nvidia,15.6,3840x2160,1,2.0,Windows 10,1445.41
Chuwi,Notebook,Intel Celeron Quad Core N3450,6,64.0,SSD,Intel,12.3,2736x1824,0,1.4,Windows 10,341.75
HP,Notebook,Intel Core i7 7820HQ,8,256.0,SSD,Intel,15.6,1920x1080,0,2.31,Windows 10,1086.15
Asus,Notebook,Intel Core i3 7100U,8,1024.0,HDD,Nvidia,15.6,1920x1080,0,2.3,Linux,454.4
Dell,Gaming,Intel Core i7 7820HK,16,256.0,SSD,Nvidia,17.3,2560x1440,0,4.42,Windows 10,2130.44
Dell,Gaming,Intel Core i7 7700HQ,8,128.0,SSD,Nvidia,15.6,1920x1080,0,2.62,Windows 10,882.16
Dell,Notebook,Intel Core i7 8550U,8,256.0,SSD,AMD,15.6,1920x1080,0,2.02,Windows 10,869.53
Dell,Ultrabook,Intel Core i7 7600U,8,256.0,SSD,Intel,14.0,1920x1080,0,1.6,Linux,836.5
HP,Gaming,Intel Core i7 7700HQ,12,256.0,SSD,Nvidia,17.3,1920x1080,0,3.35,Windows 10,1521.52
Mediacom,2 in 1 Convertible,Intel Celeron Dual Core N3350,4,32.0,SSD,Intel,11.6,1920x1080,1,1.16,Windows 10,227.58
Samsung,Netbook,Intel Celeron Dual Core N3060,4,16.0,SSD,Intel,11.6,1366x768,0,1.15,Chrome OS,204.75
Lenovo,Notebook,Intel Core i7 7500U,8,256.0,SSD,Intel,13.3,1920x1080,0,1.4,Windows 10,768.75
Lenovo,Notebook,Intel Core i3 7130U,4,128.0,SSD,Intel,14.0,1920x1080,0,1.7,Windows 10,455.92
Lenovo,Workstation,Intel Core i7 7600U,16,512.0,SSD,Nvidia,15.6,3840x2160,0,2.3,Windows 10,1860.99
Lenovo,Notebook,Intel Core i7 7820HQ,16,512.0,SSD,Nvidia,15.6,1920x1080,0,2.5,Windows 10,1864.04
Asus,Gaming,AMD Ryzen 1600,8,256.0,SSD,AMD,17.3,1920x1080,0,3.2,Windows 10,1290.14
HP,Notebook,Intel Celeron Dual Core N3060,4,500.0,HDD,Intel,15.6,1366x768,0,2.1,Windows 10,264.12
Google,Ultrabook,Intel Core i7 7Y75,16,512.0,SSD,Intel,12.3,2400x1600,1,1.1,Chrome OS,1673.75
Lenovo,Ultrabook,Intel Core i7 7500U,24,512.0,SSD,Intel,14.0,2560x1440,0,1.32,Windows 10,1813.04
